videoId,commentId,author,text,likes,publishedAt,normalized,label,score,source,score_neg,score_neu,score_pos
nacxiwnjzDM,UgyarcJCEideAVjWZnd4AaABAg,@f33lthanhentertainmentrls75,Rất hay 🎉,0,1769098163.318533,rất hay,POS,0.9,lexicon,0.0,0.0,1.0
nacxiwnjzDM,Ugw3M07vieNtmKumCCV4AaABAg,@leduynguyen7047,"Chả rõ lịch sử thế nào chứ theo tiểu thuyết Tam quốc thì tôi vẫn nể Triệu Tử Long nhất. Trí dũng song toàn, trung thành hết mực, lại biết cẩn trọng, khiêm tốn",25,1745338163.319588,"chả rõ lịch sử thế nào chứ theo tiểu thuyết tam quốc thì tôi vẫn nể triệu tử long nhất. trí dũng song toàn, trung thành hết mực, lại biết cẩn trọng, khiêm tốn",POS,0.9895694851875305,model,0.0028020169120281935,0.007628510240465403,0.9895694851875305
nacxiwnjzDM,UgzO5HjXzKmEYBRtXxd4AaABAg,@ThanhThanh-fu1by,Quan Vũ đúng kiểu kol đc truyền thông buff quá đà 🤣🤣🤣,10,1745338163.320576,quan vũ đúng kiểu kol được truyền thông buff quá đà hài_hước hài_hước hài_hước,POS,0.9886780381202698,model,0.003762411419302225,0.007559492252767086,0.9886780381202698
nacxiwnjzDM,Ugx9PwUvsvcYDHe-jK14AaABAg,@FanMessi10Argentina,❤❤❤,0,1763827763.322024,tích_cực tích_cực tích_cực,POS,0.9891462326049805,model,0.001530025852844119,0.009323730133473873,0.9891462326049805
nacxiwnjzDM,Ugwi8JJzpHYEDYx0xwl4AaABAg,@inhTamNgo,"Chính sử nói về Trương Liêu mới là tướng lĩnh đáng gờm, còn Quan Vũ đáng gờm trong bộ tiểu thuyết đó thôi",23,1745338163.323257,"chính sử nói về trương liêu mới là tướng lĩnh đáng gờm, còn quan vũ đáng gờm trong bộ tiểu thuyết đó thôi",POS,0.9486405253410339,model,0.011308623477816582,0.04005076736211777,0.9486405253410339
nacxiwnjzDM,UgzZqef6nlA8S8-ngjp4AaABAg,@LHT_Vlog,♥️,0,1745338163.324476,,NEU,0.0,empty,0.0,1.0,0.0
nacxiwnjzDM,Ugzijb-7q8t4wrq_AZN4AaABAg,@HieuNguyen-xi1td,👌,0,1745338163.32567,tích_cực,POS,0.9725410342216492,model,0.002087136497721076,0.02537192404270172,0.9725410342216492
nacxiwnjzDM,UgznSCINg7XvIScxBv14AaABAg,@nguyenleminhnhut8243,thks,0,1745338163.326931,thks,POS,0.9911630153656006,model,0.0014238676521927118,0.00741307158023119,0.9911630153656006
nacxiwnjzDM,UgxQWWVH-e3gQqNszcd4AaABAg,@Logenzshorts,Giọng a này nghe nó quấn,4,1745338163.328154,giọng à này nghe nó quấn,POS,0.7321921586990356,model,0.04712036997079849,0.22068747878074646,0.7321921586990356
nacxiwnjzDM,UgxGUJGq6sjW9FIBdxp4AaABAg,@thuythi4009,Cảm ơn bạn độc chuyện 🎉🎉🎉🎉🎉,4,1750608563.32974,cảm ơn bạn độc chuyện,POS,0.9853546619415283,model,0.0015619898913428187,0.013083359226584435,0.9853546619415283
nacxiwnjzDM,UgzisLce8DyDJfvWMIN4AaABAg,@trinhtienat7016,QV phế vcđ,0,1753200563.331298,qv phế vcđ,NEG,0.9849672913551331,model,0.9849672913551331,0.011149396188557148,0.0038833077996969223
nacxiwnjzDM,UgwCLs6lRLq9Td6GWn54AaABAg,@HungNguyen-d1o1k,"Buff quá đà đc cái.liêm khiết anh dũng , so với Đức Thánh Trần vs Lý Thường Kiệt thì không có tuổi",3,1745338163.332506,"buff quá đà được cái.liêm khiết anh dũng , so với đức thánh trần với lý thường kiệt thì không có tuổi",NEU,0.5354151725769043,low_conf→NEU,0.08302551507949829,0.5354151725769043,0.381559282541275
nacxiwnjzDM,UgxQuQ3S3IkKwHQKfpp4AaABAg,@HaiNguyen-yo9yy,"2 bộ kinh ĐÀO VIÊN MINH THÁNH KINH, QUAN THÁNH MINH QUÂN PHỤC MA KINH.",1,1745338163.333728,"2 bộ kinh đào viên minh thánh kinh, quan thánh minh quân phục ma kinh.",NEG,0.9725170135498047,model,0.9725170135498047,0.021494701504707336,0.005988315679132938
nacxiwnjzDM,Ugyz1r57O0LvOLotAgV4AaABAg,@hocongquang9111,"Cách thổi phồng năng lực các nhân vật thời tam quốc là nhận cơn mưa lời khen từ người cùng thời đại, và hậu thế chứ không giống với thánh gióng của vn ta ai cũng biết đó là truyền thuyết",2,1745338163.334909,"cách thổi phồng năng lực các nhân vật thời tam quốc là nhận cơn mưa lời khen từ người cùng thời đại, và hậu thế chứ không giống với thánh gióng của vn ta ai cũng biết đó là truyền thuyết",NEU,0.8243059515953064,model,0.08838221430778503,0.8243059515953064,0.08731180429458618
nacxiwnjzDM,UgwEEJku-90HAbnXR0t4AaABAg,@nthaotravel,"Một võ tướng ở mức trung bình- khá, qua ngòi bút thêu dệt lại trở thành Võ thánh, ngày ngày được nhang khói quỳ lạy, nực cười!",27,1745338163.336126,"một võ tướng ở mức trung bình khá, quá ngòi bút thêu dệt lại trở thành võ thánh, ngày ngày được nhang khói quỳ lạy, nực cười!",NEG,0.9711305499076843,model,0.9711305499076843,0.021876689046621323,0.006992809474468231
nacxiwnjzDM,UgyHFWQHdXZSqVWK0kJ4AaABAg,@NeoCuongPham,"Bạn không cần mạnh nhất, bạn chỉ cần có fame to nhất, truyền thông bảo bạn mạnh thì bạn sẽ mạnh :D thêm quả skin đẹp buff dmg cực mạnh",0,1771776563.337575,"bạn không cần mạnh nhất, bạn chỉ cần có fame to nhất, truyền thông bảo bạn mạnh thì bạn sẽ mạnh d thêm quả skin đẹp buff dmg cực mạnh",POS,0.9884834885597229,model,0.0027891667559742928,0.008727362379431725,0.9884834885597229
nacxiwnjzDM,UgzTCC_986nM9-j-pcZ4AaABAg,@dinhanhpham9987,Vì dân bán đồ phong thuỷ PR,3,1745338163.338838,vì dân bán đồ phong thuỷ pr,POS,0.9228784441947937,model,0.021289687603712082,0.0558319091796875,0.9228784441947937
nacxiwnjzDM,Ugw2xxnrsvKHwTfWSsl4AaABAg,@diensuquoc,Chao nóng máu lên tới đau thì tới,0,1745338163.340102,chao nóng máu lên tới đau thì tới,NEG,0.9865580201148987,model,0.9865580201148987,0.009028431959450245,0.004413515329360962
nacxiwnjzDM,Ugx46f-mvjXXlErQhCt4AaABAg,@hữunhân84,"Nhờ tuồng cổ hát chèo hát bội trong dân gian hay lấy điển tích của ông ra làm nghệ thuật, nên được dân chúng ngưỡng mộ dễ thờ cúng hơn các vị khác..nhưng dù sao hình tượng Quan Vũ được xây dựng rất đẹp",0,1771776563.341546,"nhờ tuồng cổ hát chèo hát bội trong dân gian hay lấy điển tích của ông ra làm nghệ thuật, nên được dân chúng ngưỡng mộ dễ thờ cúng hơn các vị khác..nhưng dù sao hình tượng quan vũ được xây dựng rất đẹp",POS,0.9793292284011841,model,0.0030817119404673576,0.017589058727025986,0.9793292284011841
nacxiwnjzDM,UgwHbvjyOxQtfKgZkXF4AaABAg,@trituenguoixua510,QUAN VŨ liệu có phải vị tướng nổi danh bậc nhất thời Tam quốc?,0,1745338166.544447,quan vũ liệu có phải vị tướng nổi danh bậc nhất thời tam quốc?,NEU,0.6812195777893066,model,0.030876871198415756,0.6812195777893066,0.2879035770893097
nacxiwnjzDM,UgzezzAQ6S4o3EzbjL54AaABAg,@loi508,"Mình xin bổ sung nhé.
Nhà mình theo đạo Mẫu. 
Thờ cả Đức Thánh Trần lẫn Quan Công",0,1745338166.546456,mình xin bổ sung nhé. nhà mình theo đạo mẫu. thờ cả đức thánh trần lẫn quan công,NEU,0.8927572965621948,model,0.04563664644956589,0.8927572965621948,0.06160609796643257
nacxiwnjzDM,Ugxq6aeT5zo1H7bAUHt4AaABAg,@HungNguyen-gy7pr,"Dân ta thì thờ Tướng ta, Hưng Đạo Đại Vương, Quang Trung,...",2,1745338166.547989,"dân ta thì thờ tướng ta, hưng đạo đại vương, quang trung,..",POS,0.9757601618766785,model,0.007000095210969448,0.017239762470126152,0.9757601618766785
nacxiwnjzDM,Ugwvis1KjSfsto_Qdc54AaABAg,@HaiNguyen-yo9yy,"Thần chú mời QV: [Nam mô a di đà Phật, con lạy 9 phương trời 10 phương chư Phật, mời ngài quan vũ về đây. ]
Nếu có tâm chính trực làm thắp hương vái lạy  trước chính điện đền thở Quan Vũ sẽ đc nhập sát. 
Lơi ns của tôi là thật 
Nam mô a di đà Phật",2,1745338166.549321,"thần chú mời qv nam mô à di đà phật, con lạy 9 phương trời 10 phương chư phật, mời ngài quan vũ về đây. nếu có tâm chính trực làm thắp hương vái lạy trước chính điện đền thở quan vũ sẽ được nhập sát. lơi ns của tôi là thật nam mô à di đà phật",POS,0.9448476433753967,model,0.022938502952456474,0.03221387788653374,0.9448476433753967
nacxiwnjzDM,Ugw0h3VU1nq2oQfUDa54AaABAg,@quocanhho534,Nên thờ La Bút Thánh 🤣,3,1745338166.550594,nên thờ la bút thánh hài_hước,NEU,0.6691555976867676,low_conf_neg→NEU,0.6691555976867676,0.29016658663749695,0.040677864104509354
nacxiwnjzDM,UgzSvSrzYc7t-Mz_MiF4AaABAg,@huypc6304,"Ko biết có bài viết nào về Hàn Tín, Nhạc Nghị, Quản Trọng. kiểu về những người nổi trội thời Xuân Thu với Hán Sở. Tam Quốc hay nói về những người đó nên cũng tò mò, nếu mà có bài viết thì hóng video.",3,1745338166.551811,"không biết có bài viết nào về hàn tín, nhạc nghị, quản trọng. kiểu về những người nổi trội thời xuân thu với hán sở. tam quốc hay nói về những người đó nên cũng tò mò, nếu mà có bài viết thì hóng video.",POS,0.9702995419502258,model,0.005320271942764521,0.02438022568821907,0.9702995419502258
nacxiwnjzDM,UgyxcCbgUDhhdZOuqLV4AaABAg,@HaiNguyen-yo9yy,Chắc mấy ông chưa thấy chứ  thấy tận mắt rồi nghe Quan vũ ( quan thánh) . Chuyện tâm linh có thiệt đó. Ai làm nghề mới biết,6,1745338166.553086,chắc mấy ông chưa thấy chứ thấy tận mắt rồi nghe quan vũ quan thánh . chuyện tâm linh có thiệt đó. ai làm nghề mới biết,NEU,0.9039809703826904,model,0.05094365030527115,0.9039809703826904,0.04507537558674812
nacxiwnjzDM,UgxiEo3-y4rK9_m691t4AaABAg,@mandz3848,"Vậy mới thấy cách mà nước người ta truyền bá văn hoá, lịch sử tốt như nào: trong game, trên phim, trên sử, trên tiểu thuyết, kinh kịch,.... Giờ hỏi Quan Vũ là ai thì chắc ai cũng biết, còn hỏi Đức thánh Trần là ai thì chắc có đứa còn hỏi là thằng nào nữa :)))",15,1745338166.557024,"vậy mới thấy cách mà nước người ta truyền bá văn hoá, lịch sử tốt như nào trong game, trên phim, trên sử, trên tiểu thuyết, kinh kịch,.. giờ hỏi quan vũ là ai thì chắc ai cũng biết, còn hỏi đức thánh trần là ai thì chắc có đứa còn hỏi là thằng nào nữa",POS,0.7163785696029663,model,0.054075825959444046,0.22954560816287994,0.7163785696029663
nacxiwnjzDM,UgygHqoGiJ2AB7NjcJ14AaABAg,@DungMinh-xj8up,"Mọi sự việc ở đời,điều có cái lý của nó,đừng lấy lòng phàm,mà đo bậc thánh❤❤❤❤",5,1745338166.558364,"mọi sự việc ở đời,điều có cái lý của nó,đừng lấy lòng phàm,mà đo bậc thánh tích_cực tích_cực tích_cực tích_cực",POS,0.922505795955658,model,0.02809901349246502,0.04939524829387665,0.922505795955658
nacxiwnjzDM,UgwQ6V8U2IXS_XSQHft4AaABAg,@khuongthinhpham2951,Xem từ 22:45 để đi tới nội dung chính của video,25,1745338166.55928,xem từ 22 45 để đi tới nội dung chính của video,NEU,0.7683745622634888,model,0.028124118223786354,0.7683745622634888,0.20350131392478943
nacxiwnjzDM,Ugzu42fFY7BpUGckoQl4AaABAg,@Punkd-g6u,"Thanh Long Yểm Nguyệt Đao vs. Hãn Huyết Ma Đao (Định Hải Thần Châm: Cột Trụ Kình Thiên, hay hơn chứ)",0,1763827766.56183,"thanh long yểm nguyệt đao với. hãn huyết ma đao định hải thần châm cột trụ kình thiên, hay hơn chứ",NEG,0.9797415733337402,model,0.9797415733337402,0.015375135466456413,0.004883288871496916
nacxiwnjzDM,UgzeIKKRQDXU6oR7MVp4AaABAg,@tebl6493,Phế vl,0,1745338166.563396,phế vãi,NEU,0.8842665553092957,model,0.0604206807911396,0.8842665553092957,0.055312786251306534
nacxiwnjzDM,UgzJ_hpyIa9SNPNNOg14AaABAg,@teobugia2581,"Thờ Quan Vũ vì sự trung nghĩa : hàng Tào nhưng gói đồ trả lại đi theo Lưu , ko hàng Tôn chịu chet . Đó là tôn kính việc trung nghĩa",5,1745338166.56446,"thờ quan vũ vì sự trung nghĩa hàng tào nhưng gói đồ trả lại đi theo lưu , không hàng tôn chịu chet . đó là tôn kính việc trung nghĩa",NEU,0.6525211334228516,model,0.1361156702041626,0.6525211334228516,0.21136321127414703
nacxiwnjzDM,UgzlBqm5nLw4IroZilR4AaABAg,@HaiNguyen-yo9yy,Ai biết  lịch sử 3 quốc  thời đó . Thì đúng 1 phần nhỏ . Thân phận thiệt ở tâm linh là bật Thần,0,1745338166.565435,ai biết lịch sử 3 quốc thời đó . thì đúng 1 phần nhỏ . thân phận thiệt ở tâm linh là bật thần,NEU,0.8376222848892212,model,0.08586987107992172,0.8376222848892212,0.07650786638259888
nacxiwnjzDM,Ugyt7f91GFYZuTdrdYd4AaABAg,@manhtoan-h6u,một lý do nữa còn thiếu là La Quán Trung cùng quê với Quan Vũ,0,1763827766.568338,một lý do nữa còn thiếu là la quán trung cùng quê với quan vũ,NEU,0.8936996459960938,model,0.06605658680200577,0.8936996459960938,0.04024377837777138
nacxiwnjzDM,Ugw-_yog6Tf6iTR3sc14AaABAg,@atpham9647,Nhà Thanh nó PR lên chứ sao!,1,1745338166.569676,nhà thanh nó pr lên chứ sao!,NEG,0.9182261228561401,model,0.9182261228561401,0.07171059399843216,0.010063353925943375
nacxiwnjzDM,UgzJXc9nJmkndv3V3Tp4AaABAg,@BìnhThái-y6o,❤🎉 hãy làm video ba lần chống giặc Nguyên Mông,0,1745338166.570584,tích_cực hãy làm video ba lần chống giặc nguyên mông,POS,0.6586152911186218,model,0.08561086654663086,0.2557738125324249,0.6586152911186218
nacxiwnjzDM,UgyewY1mWUCFgRxYOv14AaABAg,@HuongThao-f9r,Thờ quán công là tấm lòng thành tạo nên sức mạnh và sự chân thành ❤❤,0,1745338166.571538,thờ quán công là tấm lòng thành tạo nên sức mạnh và sự chân thành tích_cực tích_cực,POS,0.9924966096878052,model,0.001916585024446249,0.005586849059909582,0.9924966096878052
nacxiwnjzDM,Ugx21aLeZTqle-o7mtl4AaABAg,@anduonghoai9983,"Vậy Idol của Thiên Địa hội và Hội Tam Hoàng từ đây mà ra =)) . Lê Lai có nhiều điều chưa rỏ ràng nhé kênh, rãnh nghiên cứu tìm hiểu lại xem.",0,1745338166.572935,"vậy idol của thiên địa hội và hội tam hoàng từ đây mà ra . lê lai có nhiều điều chưa rỏ ràng nhé kênh, rãnh nghiên cứu tìm hiểu lại xem.",POS,0.9694878458976746,model,0.009232901968061924,0.02127917855978012,0.9694878458976746
nacxiwnjzDM,UgzuMsUS2okUw5nkqj94AaABAg,@RTang001,"Các bác đâu biết đánh giỏi nhất là được tôn thờ đâu,tôn thờ quan vũ là lòng trung thành và Dũng  mãnh,nên dân thường kính trọng,nhưng quan vũ được  tôn thờ là do các triều đại Tống,Minh,Thanh các ông vua phong thần để dân học sự trung thành,không tham phú quí, không bỏ lời kết nghĩ,một lòng theo lưu bị ,nên được tôn thờ thôi.",12,1745338166.573882,"các bác đâu biết đánh giỏi nhất là được tôn thờ đâu,tôn thờ quan vũ là lòng trung thành và dũng mãnh,nên dân thường kính trọng,nhưng quan vũ được tôn thờ là do các triều đại tống,minh,thanh các ông vua phong thần để dân học sự trung thành,không tham phú quí, không bỏ lời kết nghĩ,một lòng theo lưu bị ,nên được tôn thờ thôi.",POS,0.9581372141838074,model,0.009060990065336227,0.032801877707242966,0.9581372141838074
nacxiwnjzDM,Ugy2XRUIVqeE6WlEwmJ4AaABAg,@hosonhanvat9684,"trong chính sử , lữ bố là chiến thần số 1 , mỗi cái tính cách hay phản nên bị nhiều người ghét . còn quan vũ thì không nổi tiếng đến thế",2,1745338169.062908,"trong chính sử , lữ bố là chiến thần số 1 , mỗi cái tính cách hay phản nên bị nhiều người ghét . còn quan vũ thì không nổi tiếng đến thế",NEG,0.9378498196601868,model,0.9378498196601868,0.04909856989979744,0.013051548972725868
nacxiwnjzDM,UgybLLvPYkmbUrbgsDl4AaABAg,@vietsubgamesofficial,Kêu ngạo nhưng cũng là dũng tướng!,0,1753200569.064895,kêu ngạo nhưng cũng là dũng tướng!,NEU,0.4988385736942291,low_conf→NEU,0.4564436376094818,0.4988385736942291,0.04471777379512787
nacxiwnjzDM,Ugxj1eghkC3iq7loo4R4AaABAg,@samhai8088,"quan vũ, cú lừa thể kỷ, thất phu giữ thành nào là để mất thành đó",0,1774195769.066667,"quan vũ, cú lừa thể kỷ, thất phu giữ thành nào là để mất thành đó",NEG,0.9874359369277954,model,0.9874359369277954,0.00737944757565856,0.005184662528336048
nacxiwnjzDM,UgxBGYgSfq0vtuUQsJt4AaABAg,@youdonthavetoknowsssh8154,"Quan Vũ dù có văn có võ nhưng cái gì cũng không tới đỉnh cao được. Nhưng nếu là người xưa nhìn vào tướng mạo và lòng trung thành của ông thì cũng đáng để ngưỡng mộ, chỉ là không đáng để được tôn làm Thánh.",0,1745338169.068085,"quan vũ dù có văn có võ nhưng cái gì cũng không tới đỉnh cao được. nhưng nếu là người xưa nhìn vào tướng mạo và lòng trung thành của ông thì cũng đáng để ngưỡng mộ, chỉ là không đáng để được tôn làm thánh.",NEU,0.6412987112998962,model,0.034132666885852814,0.6412987112998962,0.32456862926483154
nacxiwnjzDM,UgzbQdCATnN2qUJy4dx4AaABAg,@KhoaiTayKhoaiTa,Ai thờ thì thờ. Mình là người Việt. Nếu có thì cũng chỉ thờ Thánh Trần. Mắc chi đi thờ một tướng bên bển!,13,1745338169.069249,ai thờ thì thờ. mình là người việt. nếu có thì cũng chỉ thờ thánh trần. mắc chi đi thờ một tướng bên bển!,NEG,0.9786767959594727,model,0.9786767959594727,0.016646327450871468,0.00467686215415597
nacxiwnjzDM,Ugz-VdhN76SIaCNpcuV4AaABAg,@ucmanhvu4049,"đc tôn sùng nhờ ngoại tộc, ko bt quan vũ sẽ khóc hay cười đây",0,1745338169.070177,"được tôn sùng nhờ ngoại tộc, không biết quan vũ sẽ khóc hay cười đây",NEU,0.8479799032211304,model,0.029082365334033966,0.8479799032211304,0.12293770909309387
nacxiwnjzDM,Ugz1z0mMWE3P-Uh9Zgt4AaABAg,@HieuNguyen_1811,✌️,1,1745338169.071195,,NEU,0.0,empty,0.0,1.0,0.0
nacxiwnjzDM,Ugzj6dDUFbrlTAIvZwN4AaABAg,@mindydang9576,Bụt nhà không thiên. Không bằng cái móng trần hưng đạo,0,1745338169.072179,bụt nhà không thiên. không bằng cái móng trần hưng đạo,NEU,0.48920366168022156,low_conf→NEU,0.4782123863697052,0.48920366168022156,0.03258401155471802
nacxiwnjzDM,UgyfOcARkQHreLh7ZUR4AaABAg,@nghiatran1758,"Người ta thờ Quan Vũ vì Vũ chết rồi vẫn ám chết Lã Mông, xưa người ta mê tín",1,1745338169.073635,"người ta thờ quan vũ vì vũ chết rồi vẫn ám chết lã mông, xưa người ta mê tín",NEG,0.9303632378578186,model,0.9303632378578186,0.056333914399147034,0.013302857056260109
nacxiwnjzDM,UgyJ5UkyPSU9wsDAZqx4AaABAg,@huuphatphan3229,"Trong các nhiệm vụ quan trọng, Gia Cát Lượng thường giao trọng trách cho Triệu Vân",7,1745338169.076894,"trong các nhiệm vụ quan trọng, gia cát lượng thường giao trọng trách cho triệu vân",NEU,0.8817103505134583,model,0.07900141179561615,0.8817103505134583,0.039288196712732315
nacxiwnjzDM,UgzcUGcqyvlEz0NVpDF4AaABAg,@haibeo2771,THẤT PHU MÀ NHIỀU NGƯỜI TÔN SÙNG,0,1755878969.07822,thất phu mà nhiều người tôn sùng,NEG,0.9788668751716614,model,0.9788668751716614,0.012355417013168335,0.00877772830426693
nacxiwnjzDM,UgyI285yRDpzm2zrrhd4AaABAg,@takaramaka1024,"Tiếc cho Nhạc Phi, vì ổng giỏi thật sự. Nhạc Phi mới xứng hơn Quan Vũ.",0,1766419769.08004,"tiếc cho nhạc phi, vì ổng giỏi thật sự. nhạc phi mới xứng hơn quan vũ.",NEU,0.4644753038883209,low_conf→NEU,0.08473000675439835,0.45079463720321655,0.4644753038883209
nacxiwnjzDM,UgzUI6BeI5veoPh3pON4AaABAg,@apheltran7637,"Quan Vũ được thờ vì lòng trung nghĩa và chữ tín. Trong tình thế bất lợi buộc phải nương tựa kẻ thù để bảo vệ hai chị dâu, sau khi có tin của Lưu Bị liền rời đi mặc dù Tào Tháo hết sức tìm cách mua chuộc còn nói về sức mạnh và tài cầm quân thì ông thua nhiều tướng lĩnh khác cùng thời...ai không biết thì thường nói ông được La Quán Trung "" tô vẽ"" nhưng thực tế sau khi mất thì ông vẫn được Tào Tháo kính trọng và xây mộ, ở bên Trung Quốc giờ ông vẫn có tới hai ngôi mộ được thờ cúng ( một nơi đặt thủ cấp, nơi kia là đặt phần còn lại). Cũng không nên đem ông ra so sánh với Hưng Đạo Vương Trần Quốc Tuấn, bởi vì mỗi người đều được kính trọng theo cách khác nhau. Hưng Đạo Vương Trần Quốc Tuấn là một trong số những vị tướng tài giỏi nhất lịch sử nhân loại được cả thế giới công nhận; là người đức độ vẹn toàn, khi tổ quốc lâm nguy thì ông đặt lợi ích quốc gia lên hàng đầu mà không cơ hội chớp thời cơ để báo thù riêng. 
Nói chung mỗi người đều có quan điểm và tín ngưỡng khác nhau cần được tôn trọng vì vậy tốt nhất đừng bình phẩm không hay về điều đó. 
Hãy nhớ!!! Dìm kẻ khác xuống cũng chẳng thể khiến bản thân trở thành người thanh cao ...",21,1745338169.081078,"quan vũ được thờ vì lòng trung nghĩa và chữ tín. trong tình thế bất lợi buộc phải nương tựa kẻ thù để bảo vệ hai chị dâu, sau khi có tin của lưu bị liền rời đi mặc dù tào tháo hết sức tìm cách mua chuộc còn nói về sức mạnh và tài cầm quân thì ông thua nhiều tướng lĩnh khác cùng thời..ai không biết thì thường nói ông được la quán trung tô vẽ nhưng thực tế sau khi mất thì ông vẫn được tào tháo kính trọng và xây mộ, ở bên trung quốc giờ ông vẫn có tới hai ngôi mộ được thờ cúng một nơi đặt thủ cấp, nơi kia là đặt phần còn lại . cũng không nên đem ông ra so sánh với hưng đạo vương trần quốc tuấn, bởi vì mỗi người đều được kính trọng theo cách khác nhau. hưng đạo vương trần quốc tuấn là một trong số những vị tướng tài giỏi nhất lịch sử nhân loại được cả thế giới công nhận là người đức độ vẹn toàn, khi tổ quốc lâm nguy thì ông đặt lợi ích quốc gia lên hàng đầu mà không cơ hội chớp thời cơ để báo thù riêng. nói chung mỗi người đều có quan điểm và tín ngưỡng khác nhau cần được tôn trọng vì vậy tốt nhất đừng bình phẩm không hay về điều đó. hãy nhớ!! dìm kẻ khác xuống cũng chẳng thể khiến bản thân trở thành người thanh cao ..",NEU,0.5558173060417175,low_conf→NEU,0.12909646332263947,0.5558173060417175,0.3150862455368042
nacxiwnjzDM,UgwJ8XZLuAganHxqu6p4AaABAg,@Noname09097,QV made in china mà thờ với chả cúng mới lị ấy chứ,0,1745338169.082041,qv made in china mà thờ với chả cúng mới lị ấy chứ,NEG,0.9742091298103333,model,0.9742091298103333,0.020416665822267532,0.005374270025640726
nacxiwnjzDM,Ugw_Y_RXSPwCOxiTQHd4AaABAg,@AnhNguyen-kw7fq,"Ngta thờ ông là thờ cái lòng trung, chứ ông thua Lữ Mông hẳn 1 cái đầu(cả nghĩa đen lẫn nghĩa bóng😂)",0,1745338169.083147,"ngta thờ ông là thờ cái lòng trung, chứ ông thua lữ mông hẳn 1 cái đầu cả nghĩa đen lẫn nghĩa bóng hài_hước",NEG,0.9862049221992493,model,0.9862049221992493,0.009701700881123543,0.0040933676064014435
nacxiwnjzDM,Ugz39ohMoYZEpNOALmp4AaABAg,@softgreen8150,hàng tỷ người bị mấy thằng nhà văn nó lừu😂😂😂,0,1745338169.084948,hàng tỷ người bị mấy thằng nhà văn nó lừu hài_hước hài_hước hài_hước,POS,0.9499285221099854,model,0.01426177378743887,0.035809606313705444,0.9499285221099854
nacxiwnjzDM,Ugzrn6-ujDadv7ATvyt4AaABAg,@studritaf207,2 nhóm Giang hồ chuẩn bị đi chém lộn đều cầu Quan Vũ. Cuối cùng Quan Vũ sẽ độ ai?,0,1745338169.086246,2 nhóm giang hồ chuẩn bị đi chém lộn đều cầu quan vũ. cuối cùng quan vũ sẽ độ ai?,NEU,0.8347145915031433,model,0.11056049913167953,0.8347145915031433,0.05472486466169357
nacxiwnjzDM,Ugxrb7jy9WSFQmeVdy54AaABAg,@HaiNguyen-yo9yy,Về sau tôi tin thật ko còn nghi nghề…,0,1745338169.087238,về sau tôi tin thật không còn nghi nghề,NEG,0.8558962345123291,model,0.8558962345123291,0.11739268898963928,0.026711178943514824
nacxiwnjzDM,UgykYtVcrnMwVnv2UHd4AaABAg,@phongbui4132,"Dân VN chỉ nên thờ 2 vị :
1 : Đức Thánh Trần , vì nước quên thù nhà 
2 : Lê Thái Tổ , 10 năm nằm gai nếm mật",0,1745338169.088877,"dân vn chỉ nên thờ 2 vị 1 đức thánh trần , vì nước quên thù nhà 2 lê thái tổ , 10 năm nằm gai nếm mật",NEG,0.9789381623268127,model,0.9789381623268127,0.015490306541323662,0.005571483634412289
nacxiwnjzDM,Ugx7vFB1vUrw7hd9JW14AaABAg,@trongphuong15A,"Nếu so sánh Quan Vũ với Nhạc Phi thì Quan Vũ thua xa Nhạc Phi về văn lẫn võ hay chức vị. Nhưng sở dĩ Quan Vũ được nhân dân thờ cúng nhiều hơn là vì lòng trung nghĩa tuyệt đối, sự hiển linh huyền bí, biểu tượng tinh thần người dân.",0,1745338169.091065,"nếu so sánh quan vũ với nhạc phi thì quan vũ thua xa nhạc phi về văn lẫn võ hay chức vị. nhưng sở dĩ quan vũ được nhân dân thờ cúng nhiều hơn là vì lòng trung nghĩa tuyệt đối, sự hiển linh huyền bí, biểu tượng tinh thần người dân.",NEU,0.4832165241241455,low_conf→NEU,0.15370768308639526,0.36307579278945923,0.4832165241241455
nacxiwnjzDM,UgxwzY25PMFth9jbokV4AaABAg,@thainam9324,quan vũ xét trong trung quốc còn k có tuổi vs hàn tín và nhạc phi nữa là v mà nhiều đứa đi so với Trần Quốc Tuấn của mình.,0,1761149370.404067,quan vũ xét trong trung quốc còn không có tuổi với hàn tín và nhạc phi nữa là v mà nhiều đứa đi so với trần quốc tuấn của mình.,NEU,0.8925249576568604,model,0.0574825145304203,0.8925249576568604,0.04999256506562233
nacxiwnjzDM,UgwzfngdEA-gjUV_51l4AaABAg,@NguyenHandsome,"Thế nào Quan Vũ sm thì buff lên top 2 server, sau mỗi Lữ Bố, trong khi nhìn đầu đến cuối truyện chẳng có trận nào phi thường",0,1763827770.405664,"thế nào quan vũ sm thì buff lên top 2 server, sau mỗi lữ bố, trong khi nhìn đầu đến cuối truyện chẳng có trận nào phi thường",NEU,0.8249204158782959,model,0.03349410369992256,0.8249204158782959,0.14158548414707184
